text,true_label,pred_label,confidence,length,keyword,orig_label
a steep road take we up to Bandipur   we leave our vehicle outside the village and two woman carry our luggage on their back through the bazaar to the Gaun Ghar hotel   1 421 5431   gaungharcom    build in traditional newari style   from its courtyard the view of the Himalayas be quite stunning,0,0,0.9968918,61,women,0
reason for hope   Richburg and Jerry have be bright spot   among the good at their position so far   Pugh be underachieving   and it s necessary to help he by not force he to fill in at tackle   this team be not hopeless run the ball   it just need a well back to pound between the tackle   and maybe that s Orleans Darkwa h 4   Arizona Cardinals,0,0,0.9987399,71,hopeless,0
because there s such a large number of student who be vulnerable   Brooks say teacher need to change the way they view their job,0,0,0.9973496,26,vulnerable,0
I meet Anderson and bassist Mat Osman to talk about Suede s comeback over a cup of tea in the spacious kitchen of Anderson s pristine Notting Hill home   the salubrious surrounding be far remove from his workingclass upbringing in Haywards Heath   where his taxidriver father have just   30 a week to spend on his wife and two child   these day Anderson even have the designer miniature dog   curl up on the immaculate sofa    it s clear that Suede be not an act in need of the urgent cash injection a comeback provide,0,0,0.6455438,100,in-need,0
Rohingya refugee stand in a queue as they wait to collect relief good yesterday in Coxsbazar   Bangladesh,0,0,0.9984902,21,refugee,0
the Rohingya be revile in Myanmar   where the roughly one millionstrong community be accuse of be illegal immigrant from Bangladesh,0,0,0.9981787,24,migrant,0
the organisation s Zhaotong office also begin solicit donation on the same day to help poor family in the city,0,0,0.9975337,23,poor-families,0
just this month   a migrant worker in northwestern Ningxia province set fire to a bus to vent his anger over a financial dispute with a construction contractor   kill 17 people   accord to local official,0,0,0.99890375,37,migrant,0
now a story from Tom OShea of Cappamore   there be once a bachelor in the district who be a hopeless housekeeper,0,0,0.94206136,26,hopeless,0
this be a major arrival port for immigrant come to Canada in the middle of the 19 th century   and Port Stanley be the busy port in Canada at one time,0,0,0.99781215,33,migrant,0
the chief magistrate warn   impunity sow seed of hopelessness and if we be not careful   those seed will take root and bear fruit    she warn,0,0,0.98937184,27,hopeless,1
many poor family fall short of the 60 poverty threshold by 150300 per week   depend on the number of child and their housing cost   this be a large gap   it be no wonder   therefore   that many parent struggle to feed their child   heat their home   buy sufficient clothe or cover their travel cost   let alone pay for school trip   birthday party or sporting activity,0,0,0.94300514,67,poor-families,1
the woman also make the socalled sheswe headband for a wellknown japanese group,0,0,0.9991049,19,women,0
this practice be discontinue in July 2016   due to fear that general applicant be be disadvantage   Dublin City Council still prioritise homeless applicant   however,0,0,0.9985393,26,homeless,0
Gonorrhea   which affect close to a half a million Americans each year   can cause a range of uncomfortable symptom   such as pain while urinate   in both woman and man   but in most case   and for both gender   it cause few or no symptom   this be problematic   especially for woman   if leave untreate   the infection can lead to serious complication   such as pelvic inflammatory disease   which can inhibit fertility,0,0,0.998607,73,women,0
Richards be consider homeless and have be live in nearby wood   accord to police,0,0,0.9988568,16,homeless,0
upon its passage three year ago   state lawmaker justify the measure as a safeguard in case of a medical crisis   but some major medical organization have state that the extra protection be unnecessary   give that a woman potentially in need of such emergency care would receive treatment from a specialist work at the hospital   not the doctor terminate the pregnancy,0,0,0.99882835,62,in-need,0
